ステーション名,住所,クラス,車種,コメント
タイムズヨコハマポートサイド,神奈川県横浜市神奈川区栄町8,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズヨコハマポートサイド,神奈川県横浜市神奈川区栄町8,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズヨコハマポートサイド第５,神奈川県横浜市神奈川区栄町8,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ三ツ沢下町,神奈川県横浜市神奈川区三ツ沢下町19,ベーシック,オーラ e-POWER,
タイムズ三ツ沢下町,神奈川県横浜市神奈川区三ツ沢下町19,ベーシック,フィット,
タイムズ三ツ沢下町,神奈川県横浜市神奈川区三ツ沢下町19,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ三ツ沢中町第２,神奈川県横浜市神奈川区三ツ沢中町9,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ三ツ沢中町第２,神奈川県横浜市神奈川区三ツ沢中町9,ベーシック,アクア（ハイブリッド）,
タイムズ三ツ沢中町第２,神奈川県横浜市神奈川区三ツ沢中町9,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
タイムズ二ッ谷町,神奈川県横浜市神奈川区二ツ谷町1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ二ッ谷町,神奈川県横浜市神奈川区二ツ谷町1,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ二ッ谷町,神奈川県横浜市神奈川区二ツ谷町1,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
タイムズ二ッ谷町（ＥＶ）,神奈川県横浜市神奈川区二ツ谷町1,ミドル,リーフ,
タイムズ入江１丁目,神奈川県横浜市神奈川区入江1-3,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ入江１丁目,神奈川県横浜市神奈川区入江1-3,ミドル,CX-30 2000,
タイムズ六角橋第３,神奈川県横浜市神奈川区六角橋2-10,ベーシック,N BOX,
タイムズ六角橋第３,神奈川県横浜市神奈川区六角橋2-10,ベーシック,ウェイク,
タイムズ六角橋第３,神奈川県横浜市神奈川区六角橋2-10,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
タイムズ六角橋第３,神奈川県横浜市神奈川区六角橋2-10,ミドル,フリード,
タイムズ六角橋第３,神奈川県横浜市神奈川区六角橋2-10,プレミアム,ノア（ハイブリッド）,車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
タイムズ六角橋第５,神奈川県横浜市神奈川区六角橋3-3,ベーシック,ヤリス（ハイブリッド）,
タイムズ六角橋第５,神奈川県横浜市神奈川区六角橋3-3,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ六角橋第５,神奈川県横浜市神奈川区六角橋3-3,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ六角橋第５,神奈川県横浜市神奈川区六角橋3-3,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ六角橋第５,神奈川県横浜市神奈川区六角橋3-3,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ反町桐畑第２,神奈川県横浜市神奈川区桐畑5,ベーシック,ハスラー,
タイムズ反町桐畑第２,神奈川県横浜市神奈川区桐畑5,ベーシック,ハスラー,ジュニアシートなし
タイムズ反町桐畑第２,神奈川県横浜市神奈川区桐畑5,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ反町第４,神奈川県横浜市神奈川区反町3-22,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ台町第１１,神奈川県横浜市神奈川区台町14,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ台町第１１,神奈川県横浜市神奈川区台町14,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ東神奈川駅前第２,神奈川県横浜市神奈川区東神奈川1-12,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ東神奈川駅前第２,神奈川県横浜市神奈川区東神奈川1-12,プレミアム,セレナ,C27型/GNC27型（2016年-2022年） 車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
タイムズ東神奈川駅前第３,神奈川県横浜市神奈川区東神奈川2-30,ベーシック,ハスラー,
タイムズ東神奈川駅前第３,神奈川県横浜市神奈川区東神奈川2-30,ベーシック,ハスラー,
タイムズ東神奈川駅前第３,神奈川県横浜市神奈川区東神奈川2-30,ベーシック,ルークス,
タイムズ東神奈川駅前第３,神奈川県横浜市神奈川区東神奈川2-30,ベーシック,ワゴンRスマイル 660,
タイムズ松ヶ丘第２,神奈川県横浜市神奈川区松ケ丘6,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
タイムズ松ヶ丘第２,神奈川県横浜市神奈川区松ケ丘6,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ栗田谷,神奈川県横浜市神奈川区栗田谷43,ベーシック,ノート e-POWER,
タイムズ横浜松本町第２,神奈川県横浜市神奈川区松本町3-27,ベーシック,アクア（ハイブリッド）,
タイムズ横浜松本町第３,神奈川県横浜市神奈川区松本町4-34,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ横浜片倉４丁目,神奈川県横浜市神奈川区片倉4-5,ベーシック,アクア（ハイブリッド）,
タイムズ横浜片倉４丁目,神奈川県横浜市神奈川区片倉4-5,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ横浜白楽,神奈川県横浜市神奈川区白楽118,ベーシック,フィット,
タイムズ横浜白楽,神奈川県横浜市神奈川区白楽118,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ横浜白楽,神奈川県横浜市神奈川区白楽118,ベーシック,ルーミー 1000,
タイムズ横浜銀行アイスアリーナ,神奈川県横浜市神奈川区広台太田町1-1,ベーシック,オーラ e-POWER,
タイムズ横浜銀行アイスアリーナ,神奈川県横浜市神奈川区広台太田町1-1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ白幡向町,神奈川県横浜市神奈川区白幡向町18,ベーシック,スイフト,
タイムズ白幡向町第２,神奈川県横浜市神奈川区白幡向町19,ベーシック,ノート e-POWER,
タイムズ神奈川大学前,神奈川県横浜市神奈川区中丸26,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ神奈川大学前,神奈川県横浜市神奈川区中丸26,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ羽沢町第２,神奈川県横浜市神奈川区羽沢町1556,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ西大口,神奈川県横浜市神奈川区西大口125,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ西大口,神奈川県横浜市神奈川区西大口125,ベーシック,MAZDA3 5HB 1500,
タイムズ西神奈川第１０,神奈川県横浜市神奈川区斎藤分町3,ベーシック,ハスラー,
タイムズ西神奈川第７,神奈川県横浜市神奈川区西神奈川1-18　・22,ベーシック,ライズ,A200A型（2019年-2021年）
テラスハウス西大口,神奈川県横浜市神奈川区西大口113,ベーシック,ノート,
ビレッジハウス菅田町,神奈川県横浜市神奈川区菅田町855,ベーシック,オーラ e-POWER,ジュニアシートなし
フロール横浜三ツ沢,神奈川県横浜市神奈川区六角橋4-23,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
フロール横浜入江町第１駐車場,神奈川県横浜市神奈川区入江2-16,ベーシック,MAZDA2,DJ型（2019年-2023年）
フロール横浜入江町第１駐車場,神奈川県横浜市神奈川区入江2-16,ベーシック,ソリオ,
フロール横浜入江町第１駐車場,神奈川県横浜市神奈川区入江2-16,ベーシック,ノート e-POWER,
フロール横浜入江町第１駐車場,神奈川県横浜市神奈川区入江2-16,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
フロール横浜入江町第１駐車場,神奈川県横浜市神奈川区入江2-16,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
フロール横浜入江町第１駐車場,神奈川県横浜市神奈川区入江2-16,ベーシック,ライズ,A200A型（2019年-2021年）
プラウド横濱白楽ディアージュ,神奈川県横浜市神奈川区白幡上町10,ベーシック,ヤリスクロス（ハイブリッド）,
プレサージュ反町公園,神奈川県横浜市神奈川区反町1-11　プレサージュ反町公園,ベーシック,MAZDA2,DJ型（2019年-2023年）
ラフィネ横浜駐車場,神奈川県横浜市神奈川区青木町4,ベーシック,MAZDA2,DJ型（2019年-2023年）
ラフィネ横浜駐車場,神奈川県横浜市神奈川区青木町4,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
ラフィネ横浜駐車場,神奈川県横浜市神奈川区青木町4,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
三ツ沢上町駅北,神奈川県横浜市神奈川区三ツ沢上町88,ベーシック,ワゴンRスマイル 660,
三ツ沢上町駅北,神奈川県横浜市神奈川区三ツ沢上町88,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
三ツ沢上町駅北,神奈川県横浜市神奈川区三ツ沢上町88,ベーシック,オーラ e-POWER,
三ツ沢上町駅北,神奈川県横浜市神奈川区三ツ沢上町88,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
三ツ沢上町駅北,神奈川県横浜市神奈川区三ツ沢上町88,ベーシック,MAZDA3 5HB 1500,
三ツ沢上町駅北,神奈川県横浜市神奈川区三ツ沢上町88,ミドル,シエンタ（ハイブリッド）,
三ツ沢上町１駐車場,神奈川県横浜市神奈川区三ツ沢上町1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
三ツ沢上町１駐車場,神奈川県横浜市神奈川区三ツ沢上町1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
三ツ沢上町１駐車場,神奈川県横浜市神奈川区三ツ沢上町1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
三ツ沢上町１駐車場,神奈川県横浜市神奈川区三ツ沢上町1,ベーシック,ライズ,A200A型（2019年-2021年）
三ツ沢中町,神奈川県横浜市神奈川区三ツ沢中町3-12,ベーシック,アクア（ハイブリッド）,
三ツ沢中町,神奈川県横浜市神奈川区三ツ沢中町3-12,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
三ツ沢東町,神奈川県横浜市神奈川区三ツ沢東町2,ベーシック,ルーミー 1000,
三枝神大寺駐車場,神奈川県横浜市神奈川区神大寺2-39,ベーシック,MAZDA2,DJ型（2019年-2023年）
三枝神大寺駐車場,神奈川県横浜市神奈川区神大寺2-39,ベーシック,アクア（ハイブリッド）,
入江ＭＫパーキング,神奈川県横浜市神奈川区入江2-20,ベーシック,ハスラー,
六角橋１丁目月極,神奈川県横浜市神奈川区六角橋1-22,ベーシック,N BOX,
六角橋１丁目月極,神奈川県横浜市神奈川区六角橋1-22,ベーシック,アクア（ハイブリッド）,
六角橋１丁目月極,神奈川県横浜市神奈川区六角橋1-22,ベーシック,ノート e-POWER,
六角橋１丁目月極,神奈川県横浜市神奈川区六角橋1-22,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
六角橋１丁目月極,神奈川県横浜市神奈川区六角橋1-22,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
吉兆横浜西寺尾店,神奈川県横浜市神奈川区西寺尾1-17,ベーシック,MAZDA2,DJ型（2019年-2023年）
吉兆横浜西寺尾店,神奈川県横浜市神奈川区西寺尾1-17,ベーシック,アクア（ハイブリッド）,
吉兆横浜西寺尾店,神奈川県横浜市神奈川区西寺尾1-17,ベーシック,アクア（ハイブリッド）,
大口西寺尾２丁目,神奈川県横浜市神奈川区西寺尾2-1,ベーシック,アクア（ハイブリッド）,
大口西寺尾２丁目,神奈川県横浜市神奈川区西寺尾2-1,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
大口西寺尾２丁目,神奈川県横浜市神奈川区西寺尾2-1,ベーシック,スイフト,
大口西寺尾２丁目,神奈川県横浜市神奈川区西寺尾2-1,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
大口西寺尾２丁目,神奈川県横浜市神奈川区西寺尾2-1,ベーシック,ヤリスクロス（ハイブリッド）,
妙蓮寺松見町３丁目月極,神奈川県横浜市神奈川区松見町3,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
守屋町３丁目,神奈川県横浜市神奈川区守屋町3,ミドル,フリード,
新子安駅前駐車場,神奈川県横浜市神奈川区子安通2-279,ベーシック,MAZDA2,DJ型（2019年-2023年）
新子安駅前駐車場,神奈川県横浜市神奈川区子安通2-279,ベーシック,MAZDA2,DJ型（2019年-2023年）
新子安駅前駐車場,神奈川県横浜市神奈川区子安通2-279,ベーシック,MAZDA2,DJ型（2019年-2023年）
新子安駅前駐車場,神奈川県横浜市神奈川区子安通2-279,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
